,text,emotion_label,stress_label
14217,kepikiran banyak hal sampai susah tidur banget asli waktu malam,anxious,0.89
14218,malam ini kepikiran terus jadi sedih agak random sih waktu malam sama dia,sad,0.8
14219,kesal banget hari ini hari ini di kampus sama keluarga,angry,0.94
14220,aku cuma pengen istirahat sebentar dan kepikiran terus waktu malam sama dia,sad,0.74
14221,senyum sendiri pas inget kejadian tadi jujur aja di rumah sama dia,happy,0.09
14222,hari ini biasa aja seperti biasanya agak random sih sama keluarga,neutral,0.36
14223,dapat kabar baik dari keluarga tadi pagi hari ini di kampus sama keluarga,happy,0.21
14224,masih susah move on dari kejadian itu banget asli waktu malam sama temen kantor,sad,0.75
14225,marah banget karena kerjaan berantakan sih bareng temen,angry,0.75
14226,aku cuma pengen istirahat sebentar banget tadi pagi,sad,0.63
14227,akhir minggu ini seru banget agak random sih sama dia,happy,0.21
14228,aku cuma pengen istirahat sebentar padahal udah coba santai sama keluarga,sad,0.61
14229,lagi baca berita sambil santai serius sendiri,neutral,0.33
14230,hari ini produktif dan mood bagus tapi yaudahlah tadi pagi sama keluarga,happy,0.26
14231,emosi lihat komentar orang tadi dan kepikiran terus di kantor sendiri,angry,0.73
14232,capek ngadepin orang yang egois sumpah pas perjalanan sendiri,angry,0.93
14233,rasanya pengen marah terus agak random sih di kampus sama keluarga,angry,0.74
14234,akhirnya lolos interview kerja banget asli di kantor sama dia,happy,0.16
14235,senyum sendiri pas inget kejadian tadi wkwk waktu malam sama keluarga,happy,0.11
14236,tadi pagi pergi sebentar ke minimarket jujur aja di kampus sama dia,neutral,0.2
14237,kepikiran banyak hal sampai susah tidur serius,anxious,0.89
14238,akhir minggu ini seru banget banget asli di kantor,happy,0.06
14239,hari ini produktif dan mood bagus serius di rumah sama keluarga,happy,0.26
14240,geram banget sama pelayanan tadi wkwk bareng temen,angry,0.68
14241,habis beresin kamar dan lanjut kerja tapi yaudahlah pas perjalanan sendiri,neutral,0.22
14242,akhir akhir ini overthinking terus banget di rumah sama keluarga,anxious,0.9
14243,kesel banget sama orang yang ga tepat waktu tadi pagi sama dia,angry,0.82
14244,anxious banget sebelum meeting tadi serius bareng temen sama dia,anxious,0.87
14245,kesel banget sama orang yang ga tepat waktu sih di rumah,angry,0.77
14246,lagi baca berita sambil santai serius di rumah sama keluarga,neutral,0.39
14247,takut gagal di presentasi besok banget asli di kampus sama dia,anxious,0.71
14248,cuaca hari ini lumayan panas banget di kampus,neutral,0.38
14249,hari ini produktif dan mood bagus padahal udah coba santai di kampus sama keluarga,happy,0.27
14250,kenapa sih harus bikin masalah terus sumpah sendiri,angry,0.93
14251,capek sih tapi puas hasilnya bagus hari ini sama temen kantor,happy,0.2
14252,tadi pagi pergi sebentar ke minimarket agak random sih waktu malam,neutral,0.21
14253,takut gagal di presentasi besok serius pas perjalanan,anxious,0.92
14254,malam ini kepikiran terus jadi sedih banget pas perjalanan sendiri,sad,0.79
14255,seneng banget hari ini ketemu temen lama dari tadi kepikiran di rumah sendiri,happy,0.08
14256,capek sama keadaan sekarang banget asli sendiri,sad,0.55
14257,lagi duduk sambil denger musik hari ini waktu malam sama temen kantor,neutral,0.36
14258,ngerasa sendirian akhir akhir ini jujur aja bareng temen sendiri,sad,0.83
14259,kesal banget hari ini sumpah tadi pagi sama keluarga,angry,0.88
14260,aku cuma pengen istirahat sebentar hari ini di rumah sama keluarga,sad,0.74
14261,takut kalau hasilnya jelek agak random sih di rumah,anxious,0.89
14262,hari ini biasa aja seperti biasanya wkwk di kantor,neutral,0.43
14263,rasanya kosong aja hari ini tapi yaudahlah di kampus sama keluarga,sad,0.59
14264,anxious banget sebelum meeting tadi jujur aja sendiri,anxious,0.83
14265,anxious banget sebelum meeting tadi banget bareng temen,anxious,0.86
14266,marah banget karena kerjaan berantakan hari ini pas perjalanan sama keluarga,angry,0.91
14267,capek sama keadaan sekarang hari ini sendiri,sad,0.79
14268,akhir akhir ini overthinking terus wkwk sendiri,anxious,0.96
14269,rasanya pengen marah terus banget asli sama keluarga,angry,0.7
14270,hari ini ga ada hal spesial sih tadi pagi sendiri,neutral,0.23
14271,marah banget karena kerjaan berantakan dan kepikiran terus tadi pagi,angry,0.74
14272,tadi pagi pergi sebentar ke minimarket serius di kampus sendiri,neutral,0.29
14273,bingung dan takut ambil keputusan tapi yaudahlah di kampus sama keluarga,anxious,0.93
14274,ngerasa sendirian akhir akhir ini wkwk waktu malam sama dia,sad,0.67
14275,hari ini ga ada hal spesial dari tadi kepikiran di kampus sendiri,neutral,0.31
14276,takut gagal di presentasi besok hari ini pas perjalanan sama temen kantor,anxious,0.94
14277,kesel banget sama orang yang ga tepat waktu tapi yaudahlah di kampus sendiri,angry,0.85
14278,rasanya pengen marah terus agak random sih tadi pagi,angry,0.65
14279,kecewa banget sama hasilnya sumpah waktu malam sendiri,sad,0.59
14280,rasanya kosong aja hari ini serius sama keluarga,sad,0.59
14281,akhirnya lolos interview kerja banget asli bareng temen sama dia,happy,0.28
14282,emosi lihat komentar orang tadi jujur aja waktu malam sama temen kantor,angry,0.73
14283,besok ada jadwal meeting rutin banget pas perjalanan sendiri,neutral,0.32
14284,kesal banget hari ini padahal udah coba santai pas perjalanan sendiri,angry,0.7
14285,lagi baca berita sambil santai serius di rumah sama temen kantor,neutral,0.34
14286,orang itu bikin emosi banget dan kepikiran terus waktu malam,angry,0.92
14287,kecewa banget sama hasilnya padahal udah coba santai di rumah,sad,0.77
14288,makan favorit hari ini bikin bahagia banget asli pas perjalanan sama keluarga,happy,0.22
14289,hari ini ga ada hal spesial sumpah tadi pagi sama keluarga,neutral,0.22
14290,marah banget karena kerjaan berantakan dari tadi kepikiran di kantor sama keluarga,angry,0.87
14291,kesel banget sama orang yang ga tepat waktu tapi yaudahlah di kantor sama keluarga,angry,0.83
14292,emosi lihat komentar orang tadi sumpah di kampus sama keluarga,angry,0.94
14293,kesal banget hari ini padahal udah coba santai di kantor sama dia,angry,0.71
14294,lagi duduk sambil denger musik tapi yaudahlah sendiri,neutral,0.2
14295,bingung dan takut ambil keputusan banget asli di rumah sama temen kantor,anxious,0.78
14296,kepikiran banyak hal sampai susah tidur jujur aja di kampus sama keluarga,anxious,0.8
14297,lagi baca berita sambil santai sumpah di kampus,neutral,0.24
14298,rasanya pengen marah terus sih waktu malam,angry,0.82
14299,hari ini biasa aja seperti biasanya dan kepikiran terus di rumah sama dia,neutral,0.38
14300,cemas mikirin masa depan padahal udah coba santai di rumah,anxious,0.9
14301,besok ada jadwal meeting rutin banget di rumah sendiri,neutral,0.33
14302,rasanya kosong aja hari ini agak random sih pas perjalanan,sad,0.84
14303,akhir minggu ini seru banget padahal udah coba santai,happy,0.09
14304,hari ini biasa aja seperti biasanya sumpah di rumah sendiri,neutral,0.27
14305,ngerasa sendirian akhir akhir ini hari ini,sad,0.61
14306,baru selesai makan siang tadi banget di kantor sendiri,neutral,0.34
14307,lagi baca berita sambil santai sih bareng temen sendiri,neutral,0.44
14308,lagi duduk sambil denger musik tapi yaudahlah sama keluarga,neutral,0.35
14309,kesal banget hari ini serius sama dia,angry,0.82
14310,besok ada jadwal meeting rutin hari ini di kantor sama dia,neutral,0.42
14311,capek sama keadaan sekarang serius di kantor sendiri,sad,0.72
14312,masih susah move on dari kejadian itu hari ini pas perjalanan sama dia,sad,0.65
14313,cuaca hari ini lumayan panas dari tadi kepikiran tadi pagi sama temen kantor,neutral,0.32
14314,dapat kabar baik dari keluarga tadi pagi sumpah di kantor sama keluarga,happy,0.05
14315,capek sih tapi puas hasilnya bagus sih tadi pagi sama dia,happy,0.06
14316,hari ini biasa aja seperti biasanya sih bareng temen sendiri,neutral,0.31
14317,bingung dan takut ambil keputusan sih bareng temen sama dia,anxious,0.86
14318,aku cuma pengen istirahat sebentar hari ini,sad,0.66
14319,besok ada jadwal meeting rutin jujur aja waktu malam sama keluarga,neutral,0.37
14320,kecewa banget sama hasilnya tapi yaudahlah di kantor,sad,0.84
14321,dapat kabar baik dari keluarga tadi pagi waktu malam sama keluarga,happy,0.14
14322,akhirnya tugas selesai juga lega banget banget asli pas perjalanan sama keluarga,happy,0.06
14323,akhir minggu ini seru banget serius bareng temen,happy,0.22
14324,kecewa banget sama hasilnya sumpah waktu malam sama dia,sad,0.83
14325,rasanya gugup terus hari ini pas perjalanan,anxious,0.94
14326,hari ini produktif dan mood bagus padahal udah coba santai tadi pagi sama dia,happy,0.23
14327,orang itu bikin emosi banget tapi yaudahlah di kantor sama dia,angry,0.74
14328,baru selesai makan siang tadi banget pas perjalanan sama keluarga,neutral,0.2
14329,hari ini berat banget dijalanin tapi yaudahlah bareng temen sendiri,sad,0.57
14330,rasanya pengen marah terus wkwk di kantor sama temen kantor,angry,0.86
14331,akhirnya tugas selesai juga lega banget dari tadi kepikiran waktu malam sendiri,happy,0.14
14332,kehilangan semangat buat ngapa ngapain sih di rumah sama dia,sad,0.68
14333,kesal banget hari ini tapi yaudahlah pas perjalanan sama temen kantor,angry,0.86
14334,akhirnya tugas selesai juga lega banget serius waktu malam sama keluarga,happy,0.2
14335,deg degan nunggu hasil pengumuman wkwk pas perjalanan sama dia,anxious,0.78
14336,hari ini ga ada hal spesial banget asli bareng temen sama dia,neutral,0.33
14337,hari ini produktif dan mood bagus tapi yaudahlah di kampus sama dia,happy,0.07
14338,rasanya gugup terus hari ini sih sama keluarga,anxious,0.75
14339,hari ini berat banget dijalanin banget waktu malam sama temen kantor,sad,0.68
14340,emosi lihat komentar orang tadi padahal udah coba santai di rumah sama temen kantor,angry,0.69
14341,rasanya pengen marah terus banget asli sama temen kantor,angry,0.92
14342,capek ngadepin orang yang egois tapi yaudahlah di kantor sendiri,angry,0.72
14343,capek sama keadaan sekarang agak random sih waktu malam,sad,0.61
14344,masih susah move on dari kejadian itu banget tadi pagi sendiri,sad,0.7
14345,anxious banget sebelum meeting tadi bareng temen sama temen kantor,anxious,0.98
14346,sekarang lagi nonton youtube padahal udah coba santai di kantor,neutral,0.33
14347,kenapa sih harus bikin masalah terus hari ini tadi pagi sama temen kantor,angry,0.9
14348,akhir minggu ini seru banget agak random sih tadi pagi sama temen kantor,happy,0.25
14349,emosi lihat komentar orang tadi serius di kantor sendiri,angry,0.92
14350,besok ada jadwal meeting rutin dari tadi kepikiran tadi pagi sendiri,neutral,0.25
14351,senyum sendiri pas inget kejadian tadi dari tadi kepikiran pas perjalanan sama temen kantor,happy,0.1
14352,kesal banget hari ini banget asli waktu malam sama dia,angry,0.65
14353,tadi pagi pergi sebentar ke minimarket dari tadi kepikiran,neutral,0.2
14354,kecewa banget sama hasilnya banget di kampus sama dia,sad,0.75
14355,habis beresin kamar dan lanjut kerja hari ini di kampus sama dia,neutral,0.38
14356,kesel banget sama orang yang ga tepat waktu sumpah,angry,0.67
14357,seneng banget hari ini ketemu temen lama serius tadi pagi sama keluarga,happy,0.14
14358,ngerasa sendirian akhir akhir ini jujur aja bareng temen,sad,0.75
14359,udah sabar tapi masih dibohongin sih pas perjalanan sama temen kantor,angry,0.83
14360,hari ini berat banget dijalanin banget di rumah sama keluarga,sad,0.57
14361,baru selesai makan siang tadi sendiri,neutral,0.27
14362,makasih ya udah bikin hariku lebih baik sih di kampus,happy,0.09
14363,bingung dan takut ambil keputusan banget asli sama keluarga,anxious,0.9
14364,rasanya pengen marah terus pas perjalanan sama keluarga,angry,0.86
14365,hari ini produktif dan mood bagus hari ini di kampus sama keluarga,happy,0.22
14366,dapat kabar baik dari keluarga tadi pagi banget asli di kantor,happy,0.1
14367,kepikiran banyak hal sampai susah tidur hari ini di rumah sama dia,anxious,0.83
14368,capek ngadepin orang yang egois sih di kantor sendiri,angry,0.76
14369,hari ini ga ada hal spesial sih di kampus sama temen kantor,neutral,0.33
14370,dapat kabar baik dari keluarga tadi pagi serius waktu malam,happy,0.24
14371,besok ada jadwal meeting rutin jujur aja waktu malam sendiri,neutral,0.41
14372,kehilangan semangat buat ngapa ngapain serius di rumah sendiri,sad,0.63
14373,deg degan nunggu hasil pengumuman sih sendiri,anxious,0.83
14374,udah sabar tapi masih dibohongin jujur aja di rumah sendiri,angry,0.68
14375,malam ini kepikiran terus jadi sedih hari ini sendiri,sad,0.59
14376,bingung dan takut ambil keputusan sih di kantor sendiri,anxious,0.92
14377,rasanya kosong aja hari ini di kantor sama keluarga,sad,0.75
14378,akhirnya tugas selesai juga lega banget tadi pagi sama keluarga,happy,0.27
14379,emosi lihat komentar orang tadi sih waktu malam sendiri,angry,0.87
14380,lagi baca berita sambil santai hari ini di kampus sama temen kantor,neutral,0.26
14381,emosi lihat komentar orang tadi banget asli sama dia,angry,0.76
14382,hari ini ga ada hal spesial dari tadi kepikiran sendiri,neutral,0.36
14383,akhirnya lolos interview kerja agak random sih tadi pagi sama temen kantor,happy,0.19
14384,dapat kabar baik dari keluarga tadi pagi banget asli di rumah sama dia,happy,0.24
14385,udah sabar tapi masih dibohongin jujur aja di kampus sendiri,angry,0.68
14386,lagi duduk sambil denger musik dan kepikiran terus sama keluarga,neutral,0.42
14387,kecewa banget sama hasilnya di rumah sendiri,sad,0.71
14388,aku cuma pengen istirahat sebentar dari tadi kepikiran di rumah sama keluarga,sad,0.7
14389,besok ada jadwal meeting rutin bareng temen sendiri,neutral,0.23
14390,tadi pagi pergi sebentar ke minimarket sumpah di kantor sama keluarga,neutral,0.38
14391,akhirnya tugas selesai juga lega banget sumpah tadi pagi sendiri,happy,0.19
14392,udah sabar tapi masih dibohongin agak random sih pas perjalanan sama temen kantor,angry,0.81
14393,hari ini berat banget dijalanin di kampus,sad,0.83
14394,makasih ya udah bikin hariku lebih baik agak random sih di rumah sama keluarga,happy,0.14
14395,cemas mikirin masa depan tapi yaudahlah waktu malam sendiri,anxious,0.92
14396,capek sih tapi puas hasilnya bagus banget tadi pagi,happy,0.09
14397,makan favorit hari ini bikin bahagia sumpah di rumah sama dia,happy,0.17
14398,hari ini biasa aja seperti biasanya hari ini di kampus sama temen kantor,neutral,0.24
14399,aku cuma pengen istirahat sebentar sumpah di rumah sama dia,sad,0.73
14400,kepikiran banyak hal sampai susah tidur sih tadi pagi sama keluarga,anxious,0.77
14401,cuaca hari ini lumayan panas sumpah sendiri,neutral,0.32
14402,udah sabar tapi masih dibohongin agak random sih waktu malam sendiri,angry,0.75
14403,seneng banget hari ini ketemu temen lama padahal udah coba santai di kantor sendiri,happy,0.14
14404,deg degan nunggu hasil pengumuman padahal udah coba santai sama keluarga,anxious,0.9
14405,rasanya sedih banget akhir akhir ini jujur aja bareng temen sama dia,sad,0.65
14406,rasanya kosong aja hari ini banget asli pas perjalanan sama keluarga,sad,0.66
14407,takut kalau hasilnya jelek padahal udah coba santai di kampus sama keluarga,anxious,0.76
14408,orang itu bikin emosi banget banget asli sama dia,angry,0.72
14409,rasanya kosong aja hari ini serius di kantor,sad,0.72
14410,baru selesai makan siang tadi jujur aja tadi pagi sama temen kantor,neutral,0.34
14411,makasih ya udah bikin hariku lebih baik sih bareng temen sama dia,happy,0.13
14412,udah sabar tapi masih dibohongin wkwk sendiri,angry,0.93
14413,kesel banget sama orang yang ga tepat waktu hari ini di kantor sama dia,angry,0.94
14414,rasanya sedih banget akhir akhir ini jujur aja waktu malam sama temen kantor,sad,0.76
14415,hari ini berat banget dijalanin dari tadi kepikiran pas perjalanan sendiri,sad,0.73
14416,malam ini kepikiran terus jadi sedih agak random sih sama temen kantor,sad,0.55
14417,takut kalau hasilnya jelek sih waktu malam sama dia,anxious,0.98
14418,makan favorit hari ini bikin bahagia banget waktu malam sendiri,happy,0.17
14419,bingung dan takut ambil keputusan banget waktu malam,anxious,0.84
14420,masih susah move on dari kejadian itu banget asli di kampus sama keluarga,sad,0.66
14421,kesal banget hari ini banget waktu malam sendiri,angry,0.76
14422,marah banget karena kerjaan berantakan sih pas perjalanan sama dia,angry,0.68
14423,capek sama keadaan sekarang hari ini di rumah sama dia,sad,0.59
14424,tadi pagi pergi sebentar ke minimarket dan kepikiran terus di kampus sama dia,neutral,0.34
14425,khawatir sama kondisi sekarang agak random sih di kantor sendiri,anxious,0.78
14426,geram banget sama pelayanan tadi sumpah tadi pagi sama keluarga,angry,0.76
14427,emosi lihat komentar orang tadi di kampus sama dia,angry,0.78
14428,aku cuma pengen istirahat sebentar di rumah sendiri,sad,0.83
14429,hari ini ga ada hal spesial dan kepikiran terus waktu malam,neutral,0.21
14430,akhir akhir ini overthinking terus padahal udah coba santai tadi pagi,anxious,0.74
14431,rasanya pengen marah terus dan kepikiran terus bareng temen sama keluarga,angry,0.93
14432,baru selesai makan siang tadi jujur aja pas perjalanan sendiri,neutral,0.26
14433,rasanya gugup terus hari ini serius waktu malam sama keluarga,anxious,0.93
14434,emosi lihat komentar orang tadi jujur aja waktu malam sama keluarga,angry,0.69
14435,akhirnya lolos interview kerja banget di kampus,happy,0.28
14436,lagi baca berita sambil santai serius di rumah sama keluarga,neutral,0.3
14437,rasanya kosong aja hari ini hari ini di kampus sama dia,sad,0.62
14438,bingung dan takut ambil keputusan agak random sih pas perjalanan sendiri,anxious,0.81
14439,capek sih tapi puas hasilnya bagus sih di kantor sama temen kantor,happy,0.11
14440,masih susah move on dari kejadian itu agak random sih tadi pagi,sad,0.62
14441,deg degan nunggu hasil pengumuman hari ini di kampus sama keluarga,anxious,0.73
14442,deg degan nunggu hasil pengumuman wkwk pas perjalanan sendiri,anxious,0.82
14443,kecewa banget sama hasilnya dari tadi kepikiran sama dia,sad,0.68
14444,kehilangan semangat buat ngapa ngapain sumpah tadi pagi,sad,0.82
14445,akhir akhir ini overthinking terus dan kepikiran terus di kantor sama dia,anxious,0.89
14446,habis beresin kamar dan lanjut kerja padahal udah coba santai waktu malam sama dia,neutral,0.3
14447,cemas mikirin masa depan jujur aja bareng temen sama dia,anxious,0.84
14448,emosi lihat komentar orang tadi jujur aja pas perjalanan,angry,0.81
14449,orang itu bikin emosi banget tadi pagi sama temen kantor,angry,0.86
14450,sekarang lagi nonton youtube tapi yaudahlah pas perjalanan sama dia,neutral,0.24
14451,hari ini berat banget dijalanin hari ini di rumah sama keluarga,sad,0.74
14452,tadi pagi pergi sebentar ke minimarket dan kepikiran terus di rumah,neutral,0.41
14453,kehilangan semangat buat ngapa ngapain hari ini di kampus sama dia,sad,0.67
14454,khawatir sama kondisi sekarang hari ini sama temen kantor,anxious,0.92
14455,seneng banget hari ini ketemu temen lama dari tadi kepikiran waktu malam sendiri,happy,0.24
14456,kesel banget sama orang yang ga tepat waktu banget di rumah sendiri,angry,0.81
14457,marah banget karena kerjaan berantakan serius tadi pagi sama temen kantor,angry,0.82
14458,habis beresin kamar dan lanjut kerja sumpah di rumah sendiri,neutral,0.41
14459,hari ini berat banget dijalanin padahal udah coba santai di rumah sama temen kantor,sad,0.61
14460,rasanya kosong aja hari ini hari ini pas perjalanan sendiri,sad,0.84
14461,rasanya pengen marah terus hari ini di kantor sama dia,angry,0.67
14462,dapat kabar baik dari keluarga tadi pagi dari tadi kepikiran sama keluarga,happy,0.29
14463,tadi pagi pergi sebentar ke minimarket sih,neutral,0.41
14464,seneng banget hari ini ketemu temen lama agak random sih waktu malam sama keluarga,happy,0.26
14465,marah banget karena kerjaan berantakan hari ini sama dia,angry,0.71
14466,akhir akhir ini overthinking terus sendiri,anxious,0.92
14467,sekarang lagi nonton youtube bareng temen sama temen kantor,neutral,0.22
14468,orang itu bikin emosi banget dari tadi kepikiran di kampus sama temen kantor,angry,0.76
14469,makan favorit hari ini bikin bahagia tapi yaudahlah bareng temen sama temen kantor,happy,0.24
14470,hari ini ga ada hal spesial sih di rumah,neutral,0.23
14471,lagi baca berita sambil santai padahal udah coba santai di rumah sama temen kantor,neutral,0.38
14472,akhirnya tugas selesai juga lega banget banget asli tadi pagi sama temen kantor,happy,0.29
14473,hari ini biasa aja seperti biasanya serius di kampus,neutral,0.35
14474,cemas mikirin masa depan dari tadi kepikiran di kantor sama temen kantor,anxious,0.94
14475,besok ada jadwal meeting rutin dan kepikiran terus di rumah,neutral,0.33
14476,seneng banget hari ini ketemu temen lama serius di rumah sama keluarga,happy,0.11
14477,besok ada jadwal meeting rutin wkwk di kantor sama keluarga,neutral,0.41
14478,kepikiran banyak hal sampai susah tidur agak random sih tadi pagi,anxious,0.78
14479,akhirnya tugas selesai juga lega banget jujur aja di kampus sendiri,happy,0.28
14480,bingung dan takut ambil keputusan dari tadi kepikiran bareng temen sendiri,anxious,0.9
14481,sekarang lagi nonton youtube sih di kantor sama dia,neutral,0.41
14482,kesel banget sama orang yang ga tepat waktu jujur aja tadi pagi,angry,0.73
14483,lagi duduk sambil denger musik sih waktu malam sama dia,neutral,0.39
14484,kepikiran banyak hal sampai susah tidur banget asli di kantor sama keluarga,anxious,0.76
14485,kecewa banget sama hasilnya dan kepikiran terus di kantor,sad,0.64
14486,bingung dan takut ambil keputusan jujur aja tadi pagi sama keluarga,anxious,0.89
14487,takut gagal di presentasi besok serius tadi pagi sama keluarga,anxious,0.91
14488,seneng banget hari ini ketemu temen lama sumpah bareng temen sama dia,happy,0.17
14489,deg degan nunggu hasil pengumuman tapi yaudahlah sama temen kantor,anxious,0.88
14490,habis beresin kamar dan lanjut kerja jujur aja bareng temen sama dia,neutral,0.32
14491,hari ini ga ada hal spesial dari tadi kepikiran bareng temen sama temen kantor,neutral,0.37
14492,marah banget karena kerjaan berantakan hari ini sama temen kantor,angry,0.8
14493,baru selesai makan siang tadi dan kepikiran terus di kampus,neutral,0.41
14494,orang itu bikin emosi banget hari ini di kantor,angry,0.68
14495,ngerasa sendirian akhir akhir ini di kampus sama temen kantor,sad,0.66
14496,baru selesai makan siang tadi dari tadi kepikiran di rumah sama temen kantor,neutral,0.36
14497,rasanya kosong aja hari ini tapi yaudahlah tadi pagi sendiri,sad,0.64
14498,makasih ya udah bikin hariku lebih baik banget asli pas perjalanan,happy,0.18
14499,lagi baca berita sambil santai jujur aja tadi pagi sama keluarga,neutral,0.24
14500,baru selesai makan siang tadi dari tadi kepikiran tadi pagi sama temen kantor,neutral,0.21
14501,makan favorit hari ini bikin bahagia tapi yaudahlah waktu malam,happy,0.18
14502,akhir minggu ini seru banget banget asli tadi pagi sama dia,happy,0.3
14503,malam ini kepikiran terus jadi sedih jujur aja di kampus sama temen kantor,sad,0.69
14504,capek sama keadaan sekarang tapi yaudahlah bareng temen sama keluarga,sad,0.69
14505,cuaca hari ini lumayan panas dan kepikiran terus di rumah sama keluarga,neutral,0.21
14506,hari ini berat banget dijalanin banget waktu malam sendiri,sad,0.64
14507,makan favorit hari ini bikin bahagia wkwk bareng temen sama keluarga,happy,0.28
14508,hari ini berat banget dijalanin jujur aja bareng temen,sad,0.59
14509,dapat kabar baik dari keluarga tadi pagi agak random sih di kantor sama dia,happy,0.18
14510,akhir akhir ini overthinking terus wkwk,anxious,0.76
14511,makan favorit hari ini bikin bahagia tapi yaudahlah di kampus,happy,0.21
14512,rasanya pengen marah terus sih di rumah,angry,0.76
14513,makan favorit hari ini bikin bahagia agak random sih pas perjalanan,happy,0.15
14514,orang itu bikin emosi banget serius di kampus sendiri,angry,0.85
14515,capek ngadepin orang yang egois agak random sih di rumah,angry,0.65
14516,kepikiran banyak hal sampai susah tidur serius di rumah sama temen kantor,anxious,0.78
14517,capek sih tapi puas hasilnya bagus hari ini di rumah sama dia,happy,0.28
14518,tadi pagi pergi sebentar ke minimarket hari ini tadi pagi,neutral,0.44
14519,takut kalau hasilnya jelek pas perjalanan sendiri,anxious,0.79
14520,baru selesai makan siang tadi banget tadi pagi,neutral,0.33
14521,besok ada jadwal meeting rutin di kampus sama dia,neutral,0.39
14522,capek sama keadaan sekarang padahal udah coba santai sama temen kantor,sad,0.71
14523,akhir akhir ini overthinking terus serius di kantor sama dia,anxious,0.8
14524,rasanya sedih banget akhir akhir ini serius pas perjalanan sama dia,sad,0.75
14525,marah banget karena kerjaan berantakan padahal udah coba santai tadi pagi sama dia,angry,0.67
14526,lagi baca berita sambil santai serius tadi pagi sendiri,neutral,0.33
14527,tadi pagi pergi sebentar ke minimarket padahal udah coba santai sama temen kantor,neutral,0.28
14528,habis beresin kamar dan lanjut kerja bareng temen sama keluarga,neutral,0.25
14529,aku cuma pengen istirahat sebentar dari tadi kepikiran di kampus,sad,0.55
14530,rasanya kosong aja hari ini dari tadi kepikiran di kantor sama keluarga,sad,0.61
14531,anxious banget sebelum meeting tadi wkwk pas perjalanan sama temen kantor,anxious,0.82
14532,kecewa banget sama hasilnya dan kepikiran terus di rumah sama keluarga,sad,0.72
14533,hari ini berat banget dijalanin wkwk di kantor,sad,0.84
14534,hari ini berat banget dijalanin banget di rumah,sad,0.63
14535,aku cuma pengen istirahat sebentar hari ini tadi pagi,sad,0.85
14536,akhirnya tugas selesai juga lega banget dari tadi kepikiran di kampus sendiri,happy,0.1
14537,aku cuma pengen istirahat sebentar sih bareng temen sendiri,sad,0.84
14538,lagi duduk sambil denger musik dan kepikiran terus sama dia,neutral,0.3
14539,orang itu bikin emosi banget di rumah sama temen kantor,angry,0.65
14540,rasanya gugup terus hari ini banget asli di kampus,anxious,0.81
14541,kehilangan semangat buat ngapa ngapain agak random sih tadi pagi,sad,0.71
14542,senyum sendiri pas inget kejadian tadi tapi yaudahlah di kampus sama temen kantor,happy,0.25
14543,kepikiran banyak hal sampai susah tidur tapi yaudahlah waktu malam sama keluarga,anxious,0.9
14544,rasanya sedih banget akhir akhir ini wkwk di rumah sama temen kantor,sad,0.6
14545,hari ini berat banget dijalanin sumpah sama keluarga,sad,0.61
14546,sekarang lagi nonton youtube dan kepikiran terus waktu malam sendiri,neutral,0.29
14547,makan favorit hari ini bikin bahagia padahal udah coba santai bareng temen sama keluarga,happy,0.25
14548,takut kalau hasilnya jelek agak random sih di kantor sama dia,anxious,0.94
14549,anxious banget sebelum meeting tadi banget asli di rumah sendiri,anxious,0.88
14550,cemas mikirin masa depan serius sama temen kantor,anxious,0.74
14551,dapat kabar baik dari keluarga tadi pagi sih pas perjalanan sama keluarga,happy,0.18
14552,hari ini berat banget dijalanin padahal udah coba santai waktu malam sama dia,sad,0.78
14553,bingung dan takut ambil keputusan jujur aja sendiri,anxious,0.9
14554,capek sih tapi puas hasilnya bagus tapi yaudahlah di rumah sama temen kantor,happy,0.21
14555,habis beresin kamar dan lanjut kerja tadi pagi,neutral,0.24
14556,kesal banget hari ini agak random sih bareng temen,angry,0.88
14557,kenapa sih harus bikin masalah terus padahal udah coba santai tadi pagi sama temen kantor,angry,0.91
14558,kenapa sih harus bikin masalah terus dari tadi kepikiran di rumah sendiri,angry,0.89
14559,dapat kabar baik dari keluarga tadi pagi dari tadi kepikiran pas perjalanan,happy,0.22
14560,hari ini produktif dan mood bagus wkwk di kampus sama dia,happy,0.12
14561,masih susah move on dari kejadian itu dan kepikiran terus di kampus sendiri,sad,0.67
14562,udah sabar tapi masih dibohongin sih waktu malam,angry,0.75
14563,cemas mikirin masa depan hari ini waktu malam sendiri,anxious,0.88
14564,tadi pagi pergi sebentar ke minimarket wkwk tadi pagi sama dia,neutral,0.3
14565,malam ini kepikiran terus jadi sedih jujur aja di rumah sendiri,sad,0.58
14566,cuaca hari ini lumayan panas jujur aja tadi pagi sama dia,neutral,0.44
14567,geram banget sama pelayanan tadi agak random sih pas perjalanan,angry,0.7
14568,hari ini biasa aja seperti biasanya banget bareng temen,neutral,0.28
14569,rasanya gugup terus hari ini hari ini waktu malam sama temen kantor,anxious,0.91
14570,hari ini ga ada hal spesial bareng temen sama keluarga,neutral,0.23
14571,rasanya kosong aja hari ini di rumah sama temen kantor,sad,0.61
14572,seneng banget hari ini ketemu temen lama sumpah tadi pagi sendiri,happy,0.24
14573,akhir akhir ini overthinking terus jujur aja waktu malam sendiri,anxious,0.85
14574,masih susah move on dari kejadian itu di kampus sama dia,sad,0.8
